sent_id,sentence,sentence_en,correct_word,mutation_type,trigger_type,incorrect_word,incorrect_sentence
cy_ccg_train:00630,"Yn ogystal â bod yn gyd-ed ac aml-genedlaethol, bydd yr ysgolion hyn hefyd yn amlieithog.","As well as being co-ed and multi-national, these schools will also be multilingual.",bydd,no_mutation,no_mutation,fydd,"Yn ogystal â bod yn gyd-ed ac aml-genedlaethol, fydd yr ysgolion hyn hefyd yn amlieithog."
cy_ccg_test:00544,Pwysleisir wrth rieni a disgyblion mai Ysgol Gymraeg yw Ysgol Glantaf.,It is emphasized to parents and pupils that Ysgol Glantaf is a Welsh School.,Gymraeg,SM,MS,Cymraeg,Pwysleisir wrth rieni a disgyblion mai Ysgol Cymraeg yw Ysgol Glantaf.
cy_ccg_train:00996,"Codwyd gobeithion pawb o'r posibilrwydd yn sgil cyhoeddi mapiau newydd gan Lywodraeth Cymru gyda saethau gwyrdd arnyn nhw i ddangos y bwriad i adeiladu rheilffordd rhwng Bangor a'r gorllewin a hefyd rhwng Bangor ac Amlwch, Ynys Môn.","Everyone's hopes of the possibility were raised due to the publication of new maps by the Welsh Government with green arrows on them to show the intention to build a railway between Bangor and the west and also between Bangor and Amlwch, Anglesey.",Lywodraeth,SM,L,Llywodraeth,"Codwyd gobeithion pawb o'r posibilrwydd yn sgil cyhoeddi mapiau newydd gan Llywodraeth Cymru gyda saethau gwyrdd arnyn nhw i ddangos y bwriad i adeiladu rheilffordd rhwng Bangor a'r gorllewin a hefyd rhwng Bangor ac Amlwch, Ynys Môn."
cy_ccg_train:00993,"Roedd gan wasg y Lolfa gysylltiad agos ond anffurfiol â Chymdeithas yr Iaith Gymraeg a bu'n gyfrifol am argraffu ei chylchgrawn misol, Tafod y Ddraig am gyfnod hir.","The Lolfa press had a close but informal connection with the Welsh Language Society and was responsible for printing its monthly magazine, Tabod y Ddraig for a long period.",gyfrifol,SM,MS,cyfrifol,"Roedd gan wasg y Lolfa gysylltiad agos ond anffurfiol â Chymdeithas yr Iaith Gymraeg a bu'n cyfrifol am argraffu ei chylchgrawn misol, Tafod y Ddraig am gyfnod hir."
cy_ccg_dev:00241,Mae'n bosibl fod copr wedi cael ei allforio o Ben y Gogarth i gyfandir Ewrop yn ystod yr Oes Efydd.,Copper may have been exported from the Great Orme to continental Europe during the Bronze Age.,fod,SM,MS,bod,Mae'n bosibl bod copr wedi cael ei allforio o Ben y Gogarth i gyfandir Ewrop yn ystod yr Oes Efydd.
cy_ccg_train:01120,"Roedden nhw hefyd yn eu hysgogi i annog staff i wneud mwy o ddefnydd o'r Gymraeg gyda chymorth Swyddfa'r Post, bod ffurflenni Cymraeg mor amlwg ac mor hawdd i'w derbyn â rhai Saesneg, a bod cwsmeriaid sy'n dewis defnyddio'r Gymraeg yn cael eu parchu.",,wneud,SM,L,gwneud,"Roedden nhw hefyd yn eu hysgogi i annog staff i gwneud mwy o ddefnydd o'r Gymraeg gyda chymorth Swyddfa'r Post, bod ffurflenni Cymraeg mor amlwg ac mor hawdd i'w derbyn â rhai Saesneg, a bod cwsmeriaid sy'n dewis defnyddio'r Gymraeg yn cael eu parchu."
cy_ccg_train:00952,Oni ddylai ffeministiaid roi cymeriad benywaidd cryf yn ganolog i'w llyfr?,Shouldn't feminists put a strong female character at the center of their book?,ddylai,SM,L,dylai,Oni dylai ffeministiaid roi cymeriad benywaidd cryf yn ganolog i'w llyfr?
cy_ccg_train:00877,Cawsom hamdden i edrych o'n cwmpas cyn i'r gwasanaeth ddechrau.,We had leisure to look around us before the service began.,gwasanaeth,no_mutation,no_mutation,wasanaeth,Cawsom hamdden i edrych o'n cwmpas cyn i'r wasanaeth ddechrau.
cy_ccg_train:00182,Hoffwn feddwl bod gwir werth y datblygiadau hyn i'w gweld yn y cynnyrch safonol a gyhoeddir bob blwyddyn a'r ystod o lyfrau sydd bellach ar gael i adlewyrchu diddordebau darllen y Gymru gyfoes.,I would like to think that the real value of these developments lies in the quality output published each year and the range of books now available to reflect the reading interests of contemporary Wales.,gyfoes,SM,MS,cyfoes,Hoffwn feddwl bod gwir werth y datblygiadau hyn i'w gweld yn y cynnyrch safonol a gyhoeddir bob blwyddyn a'r ystod o lyfrau sydd bellach ar gael i adlewyrchu diddordebau darllen y Gymru cyfoes.
cy_ccg_test:00599,"Wedi dechreuadau siomedig ym 1400 ysgubodd y gwrthryfel trwy'r holl wlad gan ennill buddugoliaethau milwrol, cipio nifer o brif gestyll Edward I a denu cefnogaeth gan frenin Ffrainc.","After disappointing beginnings in 1400 the rebellion swept the whole country, winning military victories, seizing many of Edward I's main castles and attracting support from the French king.",gestyll,SM,MS,cestyll,"Wedi dechreuadau siomedig ym 1400 ysgubodd y gwrthryfel trwy'r holl wlad gan ennill buddugoliaethau milwrol, cipio nifer o brif cestyll Edward I a denu cefnogaeth gan frenin Ffrainc."
cy_ccg_train:00574,Gallaf wneud popeth o gartref!,I can do everything from home!,gartref,SM,L,cartref,Gallaf wneud popeth o cartref!
cy_ccg_dev:00298,"Tra bod y contractwyr enfawr yn gwynebu diffyg elw, mae gweithwyr y ffatrïoedd ffasiwn yn gwynebu diffyg incwm, diffyg bwyd a diffyg meddyginiaeth.","While the huge contractors are facing a lack of profit, the employees of the fashion factories are facing lack of income, lack of food and lack of medicine.",bod,no_mutation,no_mutation,fod,"Tra fod y contractwyr enfawr yn gwynebu diffyg elw, mae gweithwyr y ffatrïoedd ffasiwn yn gwynebu diffyg incwm, diffyg bwyd a diffyg meddyginiaeth."
cy_ccg_train:00869,Bu farw dyn deugain oed dridiau ar ôl iddo gael ei drywanu yng Nghaeredin.,A forty-year-old man died three days after he was stabbed in Edinburgh.,gael,SM,MS,cael,Bu farw dyn deugain oed dridiau ar ôl iddo cael ei drywanu yng Nghaeredin.
cy_ccg_train:00782,"Os ydych wedi tyfu mwy o lysiau nag sydd eu hangen, mae'n rhaid eu storio nhw'n ofalus neu fel arall gallwch eu rhannu efo'ch cymdogion a theulu.","If you have grown more vegetables than you need, they must be stored carefully or else you can share them with your neighbors and family.",ofalus,SM,MS,gofalus,"Os ydych wedi tyfu mwy o lysiau nag sydd eu hangen, mae'n rhaid eu storio nhw'n gofalus neu fel arall gallwch eu rhannu efo'ch cymdogion a theulu."
cy_ccg_dev:00209,Bûm i'n ddu.,I was black.,ddu,SM,MS,du,Bûm i'n du.
cy_ccg_test:00596,"Drwy agor siop roddion, caiff y plant gyfle i ymarfer y sgiliau.","By opening a gift shop, the children have the opportunity to practice the skills.",Drwy,SM,MS,Trwy,"Trwy agor siop roddion, caiff y plant gyfle i ymarfer y sgiliau."
cy_ccg_test:00600,Coronwyd Glyndŵr yn dywysog Cymru ac fe gynhaliodd senedd gyda chynrychiolwyr o bob cwr o'r wlad.,Glyndŵr was crowned prince of Wales and held a parliament with representatives from across the country.,Cymru,no_mutation,no_mutation,Gymru,Coronwyd Glyndŵr yn dywysog Gymru ac fe gynhaliodd senedd gyda chynrychiolwyr o bob cwr o'r wlad.
cy_ccg_train:00466,"Does dim angen mwy o beilots, does dim angen mwy o ymchwilio neu ymgynghori, rydan ni'n gwybod fod yna broblem.","We don't need more pilots, we don't need more research or consultation, we know there is a problem.",mwy,no_mutation,no_mutation,fwy,"Does dim angen mwy o beilots, does dim angen fwy o ymchwilio neu ymgynghori, rydan ni'n gwybod fod yna broblem."
cy_ccg_train:01058,Cynrychiolir yr ardal hon yn Senedd Cymru gan Siân Gwenllian (Plaid Cymru) a'r Aelod Seneddol yw Hywel Williams (Plaid Cymru).,This area is represented in the Cymru Parliament by Siân Gwenllian (Plaid Cymru) and the Member of Parliament is Hywel Williams (Plaid Cymru).,Cymru,no_mutation,no_mutation,Gymru,Cynrychiolir yr ardal hon yn Senedd Gymru gan Siân Gwenllian (Plaid Cymru) a'r Aelod Seneddol yw Hywel Williams (Plaid Gymru).
cy_ccg_train:00236,"Gan hynny, cyhoeddodd Gwynfor Evans y byddai'n dechrau ymprydio oni fyddai'r Llywodraeth yn anrhydeddu ei haddewid.","Therefore, Gwynfor Evans announced that he would start fasting if the Government did not honor its promise.",dechrau,no_mutation,no_mutation,ddechrau,"Gan hynny, cyhoeddodd Gwynfor Evans y byddai'n ddechrau ymprydio oni fyddai'r Llywodraeth yn anrhydeddu ei haddewid."
cy_ccg_train:00320,"Heb ymchwiliad statudol i gŵyn, nid oes modd i'r Comisiynydd ddefnyddio ei bwerau cyfreithiol i sicrhau bod gwasanaethau Cymraeg cyrff yn gwella.","Without a statutory investigation into a complaint, the Commissioner cannot use his legal powers to ensure that organizations' Welsh language services improve.",bod,no_mutation,no_mutation,fod,"Heb ymchwiliad statudol i gŵyn, nid oes modd i'r Comisiynydd ddefnyddio ei bwerau cyfreithiol i sicrhau fod gwasanaethau Cymraeg cyrff yn gwella."
cy_ccg_dev:00389,"Yn anffodus, di-sylwedd ydy'r datganiad hwn sydd ddim yn cynnwys y camau gweithredu mawr, a brys, sydd eu hangen os ydy'r Llywodraeth o ddifri ynghylch taclo'r argyfwng tai.","Unfortunately, this statement is pointless and lacks the major, urgent actions needed if the Government is serious about tackling the housing crisis.",mawr,no_mutation,no_mutation,fawr,"Yn anffodus, di-sylwedd ydy'r datganiad hwn sydd ddim yn cynnwys y camau gweithredu fawr, a brys, sydd eu hangen os ydy'r Llywodraeth o ddifri ynghylch taclo'r argyfwng tai."
cy_ccg_train:00655,I ba raddau y mae rhaglenni teledu ar fai?,To what extent are television programs to blame?,fai,SM,L,mai,I ba raddau y mae rhaglenni teledu ar mai?
cy_ccg_train:00054,"Bydd tair o ferched o Batagonia yn dod i Gymru dros yr haf er mwyn astudio'r Gymraeg, diolch i ysgoloriaethau gwerth £2000 yr un gan y Ganolfan Dysgu Cymraeg Genedlaethol.","Three women from Patagonia will be coming to Wales this summer to study Welsh, thanks to scholarships worth £ 2000 each from the National Center for Learning Welsh.",Gymru,SM,L,Cymru,"Bydd tair o ferched o Batagonia yn dod i Cymru dros yr haf er mwyn astudio'r Gymraeg, diolch i ysgoloriaethau gwerth £2000 yr un gan y Ganolfan Dysgu Cymraeg Genedlaethol."
cy_ccg_test:00183,"""Roedd y profiad yn anhygoel o dda"" meddai wrthof fi.","""The experience was unbelievably good"" he told me.",dda,SM,L,da,"""Roedd y profiad yn anhygoel o da"" medai wrthof fi."
cy_ccg_test:00310,"Collodd Powys cryn dipyn o'i thiriogaeth, oedd yn arfer ymestyn i'r dwyrain o'r ffin bresennol, gan gynnwys yr hen ganolfan, Pengwern.","Powys lost much of its territory, which used to extend east of the existing border, including the old center, Pengwern.",bresennol,SM,MS,presennol,"Collodd Powys cryn dipyn o'i thiriogaeth, oedd yn arfer ymestyn i'r dwyrain o'r ffin presennol, gan gynnwys yr hen ganolfan, Pengwern."
cy_ccg_train:00650,Mi gerddais o Lanfyllin; sawl milltir gerddais i?,I walked from Llanfyllin; how many miles did i walk?,Lanfyllin,SM,L,Llanfyllin,Mi gerddais o Llanfyllin; sawl milltir gerddais i?
cy_ccg_train:00292,"Erbyn diwedd y 1920au felly, yr oedd yr Urdd wedi tyfu o fod yn fudiad cylchgrawn i fod yn fudiad gweithredol a deinamig.","By the late 1920s, therefore, the Urdd had grown from a magazine organization to an active and dynamic movement.",fod,SM,L,bod,"Erbyn diwedd y 1920au felly, yr oedd yr Urdd wedi tyfu o fod yn fudiad cylchgrawn i bod yn fudiad gweithredol a deinamig."
cy_ccg_dev:00350,"Rydym hefyd yn galw ar Lywodraeth Cymru i gadw at eu gair y byddent yn datblygu un continwwm dysgu Cymraeg go iawn, ac i roi cyfarwyddyd clir i Cymwysterau Cymru i ddatblygu un cymhwyster fydd yn rhoi cyfle cyfartal i bob disgybl adael yr ysgol yn medru cyfathrebu a siarad Cymraeg yn hyderus a rhugl.","We also call on the Welsh Government to keep to their word that they would develop a single real learning Welsh continuum, and to give Qualifications Wales clear direction to develop one qualification that will give all pupils an equal opportunity to leave school able to communicate and speak Welsh confidently and fluently.",Cymru,no_mutation,no_mutation,Gymru,"Rydym hefyd yn galw ar Lywodraeth Cymru i gadw at eu gair y byddent yn datblygu un continwwm dysgu Cymraeg go iawn, ac i roi cyfarwyddyd clir i Cymwysterau Gymru i ddatblygu un cymhwyster fydd yn rhoi cyfle cyfartal i bob disgybl adael yr ysgol yn medru cyfathrebu a siarad Cymraeg yn hyderus a rhugl."
cy_ccg_dev:00294,"Draw ym Mangladesh, mae dros 4 miliwn o bobl yn gweithio mewn ffatrïoedd ffasiwn yn gwneud dillad sy'n cael eu gwerthu ledled y byd.","Over in Bangladesh, over 4 million people work in fashion factories making clothes that are sold worldwide.",cael,no_mutation,no_mutation,gael,"Draw ym Mangladesh, mae dros 4 miliwn o bobl yn gweithio mewn ffatrïoedd ffasiwn yn gwneud dillad sy'n gael eu gwerthu ledled y byd."
cy_ccg_test:00152,"Mae hwn yn ddadansoddiad amlder geiriau o 1079032 o eiriau o ryddiaith Gymraeg ysgrifenedig, a seiliwyd ar 500 o samplau o tua 2000 o eiriau yr un.","This is a word frequency analysis of 1079032 words of written Welsh prose, based on 500 samples of about 2000 words each.",Gymraeg,SM,MS,Cymraeg,"Mae hwn yn ddadansoddiad amlder geiriau o 1079032 o eiriau o ryddiaith Cymraeg ysgrifenedig, a seiliwyd ar 500 o samplau o tua 2000 o eiriau yr un."
cy_ccg_train:01137,"Os na wnaethoch chi gystadlu, tybed fuodd yna grafu pen a dadlau yn eich tŷ chi, wrth fynd ati i geisio adnabod y lluniau?",,tŷ,no_mutation,no_mutation,dŷ,"Os na wnaethoch chi gystadlu, tybed fuodd yna grafu pen a dadlau yn eich dŷ chi, wrth fynd ati i geisio adnabod y lluniau?"
cy_ccg_train:00784,Rydw i'n hynod falch fod Dafydd Gibbard wedi ei benodi yn Brif Weithredwr newydd Cyngor Gwynedd.,I am extremely proud that Dafydd Gibbard has been appointed as the new Chief Executive of Gwynedd Council.,Weithredwr,SM,MS,Gweithredwr,Rydw i'n hynod falch fod Dafydd Gibbard wedi ei benodi yn Brif Gweithredwr newydd Cyngor Gwynedd.
cy_ccg_train:00442,"Mae'n hynod bwysig, felly, nad yw hyn yn amharu ar y darllediad.","It is extremely important, therefore, that this does not disrupt the broadcast.",bwysig,SM,L,pwysig,"Mae'n hynod pwysig, felly, nad yw hyn yn amharu ar y darllediad."
cy_ccg_dev:00279,"Er na fydd hi'n bosib galw yn y swyddfa na ffonio yn ystod y cyfnod yma, byddwch yn gallu cysylltu â ni drwy e-bost a bydd ein holl systemau electronig yn parhau yn weithredol.","Although it will not be possible to call in the office or telephone during this time, you will be able to contact us by email and all our electronic systems will remain operational.",bosib,SM,MS,posib,"Er na fydd hi'n posib galw yn y swyddfa na ffonio yn ystod y cyfnod yma, byddwch yn gallu cysylltu â ni drwy e-bost a bydd ein holl systemau electronig yn parhau yn weithredol."
cy_ccg_test:00822,"Roedd ffrind i mi yma wedi prynu dau docyn i fynd i weld Frank Turner, ac wedi gofyn i mi fynd gyda hi.","A friend of mine here had bought two tickets to see Frank Turner, and asked me to go with him.",fynd,SM,MS,mynd,"Roedd ffrind i mi yma wedi prynu dau docyn i fynd i weld Frank Turner, ac wedi gofyn i mi mynd gyda hi."
cy_ccg_dev:00295,"Dydw i ddim yn gorfod egluro i chi fod yr amodau gweithio yn galad a'r tal yn dorcalonnus, er y galw mawr am newid.","I don't have to explain to you that working conditions are tough and the pay is depressing, despite the high demand for change.",tal,no_mutation,no_mutation,dal,"Dydw i ddim yn gorfod egluro i chi fod yr amodau gweithio yn galad a'r dal yn dorcalonnus, er y galw mawr am newid."
cy_ccg_train:00604,"Dan gyfyngiadau covid, roedd hi'n wyrth bod nifer cyfyngedig wedi cael y fraint o weld y ddrama ""Faust a Greta"", cydgynhyrchiad rhwng Cwmni'r Fran Wen, Theatr Genedlaethol Cymru a chanolfan Pontio.","Under the restrictions of covid, it was a miracle that a limited number had the privilege of seeing the play ""Faust and Greta"", a co-production between Cwmni'r Fran Wen, Theatr Genedlaethol Cymru and the Pontio centre.",wyrth,SM,MS,gwyrth,"Dan gyfyngiadau covid, roedd hi'n gwyrth bod nifer cyfyngedig wedi cael y fraint o weld y ddrama ""Faust a Greta"", cydgynhyrchiad rhwng Cwmni'r Fran Wen, Theatr Genedlaethol Cymru a chanolfan Pontio."
cy_ccg_train:00727,Ga' i ofyn rywbeth wrthot ti?,Can I ask you something?,rywbeth,SM,MS,rhywbeth,Ga' i ofyn rhywbeth wrthot ti?
cy_ccg_train:00217,"Ar ôl cael ail wynt, mae canol y dref yn galw.","After a second wind, the town center calls.",wynt,SM,L,gwynt,"Ar ôl cael ail gwynt, mae canol y dref yn galw."
cy_ccg_test:00493,"Byddai trydydd pont yn gwella amseroedd teithio, yn caniatáu i'r traffig lifo'n well ac yn sicrhau bod yr A55 yn gallu ymdopi'n well, yn ogystal â sicrhau bod mwy o gyfleoedd i deithio yn llesol.","A third bridge would improve journey times, allow better flow of traffic and improve the A55's ability to cope, as well as increase opportunities for active travel.",gyfleoedd,SM,L,cyfleoedd,"Byddai trydydd pont yn gwella amseroedd teithio, yn caniatáu i'r traffig lifo'n well ac yn sicrhau bod yr A55 yn gallu ymdopi'n well, yn ogystal â sicrhau bod mwy o cyfleoedd i deithio yn llesol."
cy_ccg_train:00017,Mae Llywodraeth Cymru wedi ymrwymo i ddisodli Cymraeg ail iaith gydag un continwwm o ddysgu Cymraeg ac un cymhwyster Cymraeg i bob disgybl ers 2015.,The Welsh Government has committed to replace Welsh second language with one continuum of Welsh learning and one Welsh qualification per pupil since 2015.,Cymraeg,no_mutation,no_mutation,Gymraeg,Mae Llywodraeth Cymru wedi ymrwymo i ddisodli Cymraeg ail iaith gydag un continwwm o ddysgu Gymraeg ac un cymhwyster Gymraeg i bob disgybl ers 2015.
cy_ccg_test:00441,Nid oes rhyfedd fod llawer o bobl o'r gogledd yn teimlo mor elyniaethus tuag at y sefydliad hwn.,No wonder many people from north Wales feel so hostile towards this organization.,fod,SM,MS,bod,Nid oes rhyfedd bod llawer o bobl o'r gogledd yn teimlo mor elyniaethus tuag at y sefydliad hwn.
cy_ccg_dev:00296,"Gyda miliyna'o deuluoedd yn dibynnu ar waith yn y ffatrïoedd yma, mae coronafeirws wedi troi sefyllfa oedd yn ofidus ac yn beryglus yn barod i fod yn un gwir trychinebus.","With millions of families relying on work in these factories, coronavirus has turned a frightening and dangerous situation into something truly catastrophic.",deuluoedd,SM,L,teuluoedd,"Gyda miliyna'o teuluoedd yn dibynnu ar waith yn y ffatrïoedd yma, mae coronafeirws wedi troi sefyllfa oedd yn ofidus ac yn beryglus yn barod i fod yn un gwir trychinebus."
cy_ccg_dev:00224,"A'r pwynt yw bod ysbryd y gymuned ym Mlaenau a'r pentrefi cyfagos  yn y ""Fro"" mor gryf, ac yn gymaint o ganolbwynt bywyd yn yr ardal, fel na fydd yn eich synnu fod adfywio'r ardal wedi'i arwain yn bennaf gan y preswylwyr eu hunain.","And the point is that the community spirit in Blaenau and the surrounding villages in the ""Vale"" is so strong, and so much the focus of life in the area, that you won't be surprised that the regeneration of the area has led mainly by the residents themselves.",bennaf,SM,MS,pennaf,"A'r pwynt yw bod ysbryd y gymuned ym Mlaenau a'r pentrefi cyfagos  yn y ""Fro"" mor gryf, ac yn gymaint o ganolbwynt bywyd yn yr ardal, fel na fydd yn eich synnu fod adfywio'r ardal wedi'i arwain yn pennaf gan y preswylwyr eu hunain."
cy_ccg_train:00881,A fydd Elwyn yn darganfod yr ateb cyn iddi fynd yn rhy hwyr?,Will Elwyn discover the answer before it's too late?,fynd,SM,MS,mynd,A fydd Elwyn yn darganfod yr ateb cyn iddi mynd yn rhy hwyr?
cy_ccg_train:00318,"Mae archwilwyr allanol wedi cael ei benodi i ymchwilio i honiadau bod Llywodraeth Cymru wedi llwgrwobrwyo Comisiynydd y Gymraeg i gynnal llai o ymchwiliadau i gwynion, yn ôl gohebiaeth sydd newydd gael ei datgelu.","External auditors have been appointed to investigate allegations that the Welsh Government bribed the Welsh Language Commissioner to conduct fewer complaints investigations, according to newly disclosed correspondence.",gael,SM,L,cael,"Mae archwilwyr allanol wedi cael ei benodi i ymchwilio i honiadau bod Llywodraeth Cymru wedi llwgrwobrwyo Comisiynydd y Gymraeg i gynnal llai o ymchwiliadau i gwynion, yn ôl gohebiaeth sydd newydd cael ei datgelu."
cy_ccg_train:01159,"Bydd y penwythnos hefyd yn cynnwys nifer o ddigwyddiadau ymylol a fydd yn cael eu cyhoeddi maes o law, a Marchnad Indy, lle cewch gyfle i brynu a rhyngweithio â nifer o gwmnïau a sefydliadau pro-indy.",,gwmnïau,SM,L,cwmnïau,"Bydd y penwythnos hefyd yn cynnwys nifer o ddigwyddiadau ymylol a fydd yn cael eu cyhoeddi maes o law, a Marchnad Indy, lle cewch gyfle i brynu a rhyngweithio â nifer o cwmnïau a sefydliadau pro-indy."
cy_ccg_train:00359,"Y mae'n hynod o ddiddorol i gael asesu'r wahanol fathau o ddamcaniaethau theatraidd a fodolir ers canrifoedd, a sut yr oedd yn datblygu wedi i nifer o ddigwyddiadau hanesyddol.","It is particularly interesting to assess the different types of theatrical theories that have existed for centuries, and how it developed after a number of historical events.",gael,SM,L,cael,"Y mae'n hynod o ddiddorol i cael asesu'r wahanol fathau o ddamcaniaethau theatraidd a fodolir ers canrifoedd, a sut yr oedd yn datblygu wedi i nifer o ddigwyddiadau hanesyddol."
cy_ccg_train:00725,"Mi ddaeth fy merch arall, Lisa, nôl o Lundain i fagu ei phlant hi hefyd ac mae hi'n byw chwech tŷ oddi wrthaf fi, yn hen dŷ mam.","My other daughter, Lisa, came back from London to raise her children too and she lives six houses away from me, an old mum's house.",dŷ,SM,MS,tŷ,"Mi ddaeth fy merch arall, Lisa, nôl o Lundain i fagu ei phlant hi hefyd ac mae hi'n byw chwech tŷ oddi wrthaf fi, yn hen tŷ mam."
cy_ccg_test:00901,"Yng Nghaergrawnt fe astudiodd athroniaeth, mathemateg a Groeg gan raddio'n faglor yn y celfyddydau ym 1568 ac yn feistr ym 1571.","At Cambridge he studied philosophy, mathematics and Greek, graduating as a bachelor of arts in 1568 and master in 1571.",faglor,SM,MS,baglor,"Yng Nghaergrawnt fe astudiodd athroniaeth, mathemateg a Groeg gan raddio'n baglor yn y celfyddydau ym 1568 ac yn feistr ym 1571."
cy_ccg_train:01055,"Bydd storïwyr a chantorion yn perfformio o amgylch y tân ar gyrion y brif ŵyl, a bydd darllediad radio byw yn ystod y penwythnos, yn ogystal â chyfle ac ardal benodol i siaradwyr yr iaith ymgasglu ac ymarfer eu Gwyddeleg.","Storytellers and singers will perform around the fire on the edge of the main festival, and there will be a live radio broadcast during the weekend, as well as an opportunity and specific area for speakers of the language to gather and practice their Irish.",bydd,no_mutation,no_mutation,fydd,"Bydd storïwyr a chantorion yn perfformio o amgylch y tân ar gyrion y brif ŵyl, a fydd darllediad radio byw yn ystod y penwythnos, yn ogystal â chyfle ac ardal benodol i siaradwyr yr iaith ymgasglu ac ymarfer eu Gwyddeleg."
cy_ccg_test:00726,Unwaith iddi ddod yn amlwg eich bod am fod yn absennol am fwy na 13 wythnos bydd eich Budd-dal Tai a Threth Cyngor yn peidio.,Once it becomes clear that you want to be absent for more than 13 weeks your Housing and Council Tax Benefit will stop.,fod,SM,L,bod,Unwaith iddi ddod yn amlwg eich bod am bod yn absennol am fwy na 13 wythnos bydd eich Budd-dal Tai a Threth Cyngor yn peidio.
cy_ccg_train:00945,"Byddant yn gryf o ran dylanwad hefyd, ar ôl eu cyfuno'n blaid.","They will also be strong in terms of influence, once combined into a party.",dylanwad,no_mutation,no_mutation,ddylanwad,"Byddant yn gryf o ran ddylanwad hefyd, ar ôl eu cyfuno'n blaid."
cy_ccg_train:01039,"Lansiwyd cynllun Diogelwn yn 2021 er mwyn i berchnogion allu diogelu'r enwau Cymraeg ar eu tai, ond mae e bellach wedi ei ehangu i gynnwys enwau ar dir, a bydd y cynllun ar ei newydd wedd yn cael ei gyflwyno mewn digwyddiad ar stondin Cymdeithas yr Iaith ar faes yr Eisteddfod heddiw.","The Diogelwn scheme was launched in 2021 so that owners could protect the Welsh names on their houses, but it has now been expanded to include names on land, and the scheme in its new form will be presented at an event on the Cymdeithas stand the Language on the field of the Eisteddfod today.",cael,no_mutation,no_mutation,gael,"Lansiwyd cynllun Diogelwn yn 2021 er mwyn i berchnogion allu diogelu'r enwau Cymraeg ar eu tai, ond mae e bellach wedi ei ehangu i gynnwys enwau ar dir, a bydd y cynllun ar ei newydd wedd yn gael ei gyflwyno mewn digwyddiad ar stondin Cymdeithas yr Iaith ar faes yr Eisteddfod heddiw."
cy_ccg_dev:00108,"Ond nid ydynt o angenrheidrwydd yn hawdd iawn i'w darganfod, ac yn wahanol i lynnoedd mwy gweladwy megis Llyn Padarn a Llyn Tegid nid ydynt yn hawdd i'w gweld wrth i chi yrru heibio ar ddiwrnod allan.","But they are not necessarily very easy to find, and unlike more visible lakes such as Llyn Padarn and Llyn Tegid they are not easy to spot as you drive by on a day out.",gweld,no_mutation,no_mutation,weld,"Ond nid ydynt o angenrheidrwydd yn hawdd iawn i'w darganfod, ac yn wahanol i lynnoedd mwy gweladwy megis Llyn Padarn a Llyn Tegid nid ydynt yn hawdd i'w weld wrth i chi yrru heibio ar ddiwrnod allan."
cy_ccg_train:00581,Cofiwch fod gan bobol ifanc 16 ac 17 oed yr hawl i bleidleisio yn etholiadau'r Senedd ym mis Mai.,Remember that young people aged 16 and 17 have the right to vote in the Senedd elections in May.,bobol,SM,L,pobol,Cofiwch fod gan pobol ifanc 16 ac 17 oed yr hawl i bleidleisio yn etholiadau'r Senedd ym mis Mai.
cy_ccg_dev:00297,Mae nifer fawr o bobl wedi cael eu gyrru adra o'u gwaith heb dal gyda'r ffatrïoedd yn colli cytundebau.,Many people have been sent home from work without paying with the factories losing contracts.,dal,SM,L,tal,Mae nifer fawr o bobl wedi cael eu gyrru adra o'u gwaith heb tal gyda'r ffatrïoedd yn colli cytundebau.
cy_ccg_train:01134,"Mae'n siwr bod pob anrheg wedi ei dderbyn yn ddiolchgar, ond go brin bod yr un ohonynt mor werthfawr ag anrheg Louis i'w chwaer Zoe.",,bod,no_mutation,no_mutation,fod,"Mae'n siwr fod pob anrheg wedi ei dderbyn yn ddiolchgar, ond go brin bod yr un ohonynt mor werthfawr ag anrheg Louis i'w chwaer Zoe."
cy_ccg_train:00032,Yn ôl y brecsidiers yr UE oedd yn ein hatal o wneud fargen da ar farchnata gan fod rhai o'r gwledydd yn yr Undeb yn edrych ar ôl eu budd eu hunain ac yn sefyll yn erbyn unrhyw fargen ar farchnata bydd o fantais i Brydain.,According to the EU brazidiers that prevented us from making a good deal on marketing as some of the countries in the Union look after their own interests and stand against any deal on marketing that will benefit Britain.,Brydain,SM,L,Prydain,Yn ôl y brecsidiers yr UE oedd yn ein hatal o wneud fargen da ar farchnata gan fod rhai o'r gwledydd yn yr Undeb yn edrych ar ôl eu budd eu hunain ac yn sefyll yn erbyn unrhyw fargen ar farchnata bydd o fantais i Prydain.
cy_ccg_train:01169,"Rydyn ni wedi bod ar flaen y gad o ran diwylliant Cymru ers dros ddeugain mlynedd, ac rydyn ni'n falch o fod yn lleoliad llawr gwlad a hyrwyddwr cerddoriaeth mwyaf blaenllaw Cymru.",,Cymru,no_mutation,no_mutation,Gymru,"Rydyn ni wedi bod ar flaen y gad o ran diwylliant Cymru ers dros ddeugain mlynedd, ac rydyn ni'n falch o fod yn lleoliad llawr gwlad a hyrwyddwr cerddoriaeth mwyaf blaenllaw Gymru."
